5	5	5	5	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	2	2	2	2	2	5	5	5	6	5	6	6	6	6	6	6	6	6	6	2	5	5	5	2	2	5	5	2	2	5	5	5	5	5	5	5	5	6	6	6	6	6	6	6	6	2	2	2	5	5	5	5	5	5	5	6	6	2	6	6	2	5	6	6	5	6	2	6	2	6	5	5	6	6	2	2	2	5	5	2	5	5	5	2	5	5	5	2	2	5	5	5	5	5	5	2	2	2	5	5	5	2	2	5	0	5	5	5	5	6	6	6	5	2	2	2	2	2	2	2	5	6	6	6	6	2	2	5	5	5	5	5	5	2	2	2	2	2	6	5	5	5	5	5	2	2	2	2	2	5	2	5	5	2	2	5	5	2	5	2	2	5	5	1	1
5	5	5	5	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	5	5	2	2	2	6	6	5	5	2	5	6	5	6	5	2	5	5	5	5	6	2	6	5	5	5	6	6	6	6	6	6	2	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	2	5	6	6	6	6	6	2	2	6	5	5	5	6	6	2	2	6	6	6	6	2	2	2	2	6	2	6	6	5	5	5	5	5	2	2	2	2	5	5	5	5	5	5	5	5	2	2	2	2	5	5	2	2	5	5	5	5	2	5	5	2	6	5	5	5	5	2	5	2	5	2	5	5	2	5	5	5	5	5	5	2	5	2	5	5	5	5	2	5	5	1	1	5	5	5	2	2	5	5	2	2	2	1	5	5	2	2	5	5	2	5	1
4	2	2	2	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	2	2	2	2	6	6	6	5	6	5	2	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	1	1	4	5	5	5	6	6	2	2	1	2	5	6	6	6	2	2	5	6	6	2	2	6	6	2	5	5	5	2	5	1	1	5	5	1	4	2	2	0	3	1	4	5	5	5	0	2	4	5	5	5	2	2	2	2	1	0	2	5	1	5	2	1	1	4	5	2	2	5	5	2	2	5	1	5	2	5	2	2	1	4	2	6	7	6	3	5	4	1	5	2	6	4	1	4	6	2	2	6	5	4	5	5	7	2	5	2	5	5	5	2	1	5	5	5	6	6	6	1
5	5	5	5	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	2	2	2	2	2	2	5	5	5	5	6	6	6	6	6	6	6	2	5	5	5	5	2	5	5	5	5	5	5	2	6	6	2	2	2	5	5	5	5	5	5	5	5	6	6	6	2	6	2	2	2	2	5	5	5	5	6	6	6	2	6	6	2	2	6	5	6	2	5	6	5	6	2	6	5	6	6	6	6	5	2	2	5	5	5	5	5	6	6	6	6	2	5	5	6	5	2	2	5	2	5	5	5	5	5	5	5	5	2	2	5	5	5	5	5	2	2	2	5	5	6	2	2	2	2	2	5	2	5	5	5	5	2	2	2	6	2	2	5	5	5	5	5	5	2	2	5	5	5	5	5	2	5	5	2	2	2	5	2	1
5	5	5	5	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	2	2	2	6	6	5	5	5	5	6	5	2	5	6	5	5	5	6	5	2	1	5	5	5	5	5	5	5	5	5	5	6	5	6	6	6	6	6	5	5	6	6	6	6	6	6	6	6	6	6	6	6	2	2	5	5	5	5	5	5	5	5	6	6	6	6	6	6	6	6	2	2	5	2	5	2	2	2	2	5	5	5	5	5	5	5	5	5	6	5	6	6	6	2	2	2	2	2	2	2	5	5	2	2	5	2	5	6	5	5	1	5	5	5	5	5	5	5	2	2	2	2	5	5	5	5	5	5	5	5	5	2	2	2	5	5	5	5	5	5	5	1	4	5	5	2	2	2	2	2	2	5	5	5	2	2	1
5	5	5	5	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	5	2	2	2	5	5	5	5	6	6	6	2	2	5	5	5	5	5	6	6	6	6	6	6	2	5	6	6	2	2	5	2	5	5	2	2	5	5	5	5	2	2	2	6	6	2	5	5	5	5	5	5	6	2	2	6	6	6	2	5	5	6	6	6	6	6	6	6	6	5	6	2	5	5	5	5	5	6	5	5	2	2	5	5	5	6	6	6	6	6	6	2	2	6	2	5	5	6	6	6	2	2	5	5	5	6	6	6	6	5	2	5	5	5	5	5	5	1	5	5	5	5	5	2	5	5	5	5	5	1	5	5	5	5	5	5	5	2	5	2	5	5	5	2	5	5	2	5	5	2	2	2	2	5	6	2	5	2	5	5	5	5	5	2	5	2	1
5	5	5	5	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	5	2	2	2	2	5	5	6	6	5	6	5	2	5	5	5	2	2	5	5	2	5	5	5	5	5	6	6	6	6	6	6	6	6	6	2	2	5	5	5	5	5	5	6	6	6	6	6	2	2	5	5	5	5	5	5	6	6	2	6	6	5	2	5	5	5	5	5	6	2	2	2	6	2	5	5	5	5	5	5	5	5	6	6	6	2	6	5	2	5	5	5	6	5	5	6	6	2	6	2	5	5	5	5	2	2	5	2	6	6	5	2	2	2	5	5	2	6	6	2	5	2	5	5	5	5	5	5	2	2	2	1	5	5	5	5	5	2	2	2	1	2	5	5	5	5	5	5	1	5	5	2	5	5	5	5	2	2	5	5	2	1
5	5	5	5	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	5	2	2	2	2	5	5	6	6	5	6	6	5	2	6	2	2	5	5	5	6	2	5	5	5	5	5	2	2	2	6	5	5	5	5	5	6	2	2	5	5	5	5	5	5	6	2	5	6	6	6	5	6	6	2	2	5	5	5	5	5	6	6	6	2	2	2	2	6	2	5	5	2	6	6	6	6	6	6	6	6	6	5	5	5	5	2	5	5	5	6	6	5	2	2	2	5	5	5	5	6	5	6	2	2	5	5	5	5	2	5	2	2	2	5	5	5	5	5	5	5	5	5	0	1	5	5	5	5	5	5	6	2	2	2	5	5	5	5	5	2	2	5	2	6	2	2	5	5	5	1	5	5	5	5	2	5	5	2	2	5	5	5	1
5	5	5	5	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	2	2	2	2	2	5	5	5	6	2	2	5	5	5	6	2	6	6	6	6	5	5	6	6	5	6	6	6	6	2	6	5	5	5	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	2	6	2	6	5	5	5	2	5	5	1	2	5	5	5	5	5	5	5	5	5	2	5	5	5	5	5	5	5	5	5	6	2	6	6	6	2	5	5	5	5	5	5	2	2	2	2	5	5	5	5	5	5	2	5	5	2	5	5	5	5	5	1	5	5	5	5	5	5	5	2	5	2	5	2	2	5	5	5	2	5	5	5	5	2	5	2	5	2	1
5	5	5	5	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	5	5	2	2	2	5	2	5	6	5	6	2	5	5	2	5	5	5	6	5	5	6	2	2	5	2	2	2	2	6	6	6	6	6	6	6	2	5	5	5	5	5	6	2	5	5	5	6	6	6	6	6	6	5	5	6	2	2	5	5	5	5	5	6	5	6	6	2	5	5	5	5	6	6	2	2	6	6	6	6	6	6	6	5	6	5	6	2	5	2	2	5	5	2	5	5	5	5	6	5	2	5	6	2	6	5	6	6	6	6	6	6	5	6	2	6	5	5	5	5	6	6	2	2	2	5	1	2	5	5	5	5	5	5	5	2	5	5	5	5	2	5	5	5	5	1	1	5	5	5	2	2	5	5	5	2	2	5	2	2	5	1
